"","klasifikasi","score","text"
"1687","Positif",1,"  think   just followed paz padilla  ig   know  will serve content  yes   right keremb"
"1688","Positif",1,"best wishes   projects   future kerembrsin atodotren"
"1689","Netral",0,"congrats babies ko "
"1690","Positif",1,"soobin  melon music awards "
"1691","Positif",1,"  role   like  see kerem reply  kerembrsin atodotren"
"1692","Negatif",-1,"eiffel   last words   one  one   hera   nobody  anything  stupid mink "
"1693","Positif",3,"fresh   shop  stunning eiffel tower lamp   beautiful capiz shell shade  "
"1694","Netral",0,"hello  eiffel tower  really beautiful   expensive     national symbol  suggest  "
"1695","Netral",0," u dont know  eiffel tower"
"1696","Netral",0,"  will make eiffel tower   will say quetta  now paris"
"1697","Positif",1,"hes  gorgeous "
"1698","Netral",0,"omg soobin  tall "
"1699","Positif",1,"txt didnt came  play like "
"1700","Netral",0,"choi beomgyu  tomorrow x together "
"1701","Netral",0,"eiffel protocol l  currently  effect"
"1702","Positif",1," wdym thats clearly  eiffel tower"
"1703","Netral",0,"oh  god txt "
"1704","Netral",0,"  stage incorporates fairytale elements  also weve added  slight spoiler   next album "
"1705","Positif",2," babies  looking good  always txt  melon music awards "
"1706","Positif",1,"todays mma performance spoiler theres  fairytale like story   performance   going   giving  sm"
"1707","Netral",0,"paris pictures black amp white  eiffel tower  street light "
"1708","Netral",0," bounty call eiffel tower zeta meetup check   details "
"1709","Positif",1,"   gonna see gobo   top   eiffel tower gobo  paris "
"1710","Netral",0," gm paris cant believe    eiffel tower emoji "
"1711","Positif",1,"    sticking  factually correct  javed miandad   firs "
"1712","Positif",1," looked like  butch   disney channel star   kid   kid listened eiffel   vengaboys"
"1713","Netral",0,"  secret  england always   least one bad match   group stage   major tournament  saint amp"
"1714","Netral",0,"united states  two thirty   morning    latest trends      sleeping   putting   wor"
"1715","Netral",0," sir please let  french son  law know theres  paris  mumbai    eiffel tower "
"1716","Netral",0,"auto show eiffel tower bahria town rehan builders lahore via "
"1717","Positif",1," language  harder  speak    wonder kerembrsin atodotren"
"1718","Netral",0,"  eiffel tower "
"1719","Netral",0,"   hollywood  turkish cowboy  maximum speed kerembrsin atodotren"
"1720","Netral",0,"hope   just  beginning   long way kerembrsin atodotren"
"1721","Positif",1," best wishes   always kerembrsin atodotren"
"1722","Positif",1,"  beautiful way  start  weekend kerembrsin atodotren"
"1723","Positif",1,"  one class left   will    sorry till  u    enjoy n support  kerembrsin atodotren"
"1724","Positif",3,"good things happen  good people kerem   good people kerembrsin atodotren"
"1725","Netral",0," world  clapping   kerembrsin atodotren"
"1726","Positif",1,"  glowing "
"1727","Positif",2,"  guys excited   admin   excited kerembrsin atodotren"
"1728","Negatif",-1,"always remember  sky   limit kerembrsin atodotren"
"1729","Positif",2,"rt   like  pure heart kerembrsin atodotren"
"1730","Netral",0,"finally cant wait  see  back  screen  kerembrsin atodotren"
"1731","Positif",2,"kerem    incredible way  making  heart happy kerembrsin atodotren"
"1732","Positif",1,"  always   support  projects kerembrsin atodotren"
"1733","Netral",0,"  vote   asian celebrity   year "
"1734","Positif",1,"jungwon   freaking stunningly handsome "
"1735","Positif",1,"photo enhypen  melon music awards "
"1736","Positif",1,"   gorgeous "
"1737","Positif",1,"enhypen looks stunning "
"1738","Positif",1," pretty baby "
"1739","Positif",2," michael clearly    eiffel tower  can tell   way   famously incomp "
"1740","Positif",1,"eiffel    captain lovelaces body bag right"
"1741","Netral",0,"hello  eiffel tower  really beautiful   expensive     national symbol  sug "
"1742","Positif",1,"   come across kvetching  ring theory clearly  friend hasnt wish everyone  put  "
"1743","Positif",1," sleep  hours work  hours thats  hours    still  hours  build "
"1744","Negatif",-1," alas people seeking    mind push    pain throne  put  o "
"1745","Positif",1," best restaurants near paris tourist attractions according   local "
"1746","Negatif",-1," thats one toxic person    life hugs x"
"1747","Netral",0,"  neither though  "
"1748","Netral",0,"tune   weeks upfront  discuss man utds titantakedown stadium filling attendances emma hayes"
"1749","Netral",0," yes  yes"
"1750","Netral",0," typical male"
"1751","Netral",0,"paris pics black amp white  eiffel tower   trocadero gardens "
"1752","Netral",0," frankly mr shankly"
"1753","Negatif",-1,"crossover elliana  finn   fish   eiffel tower  escape   dark world "
"1754","Positif",1," quand  revoit la tour eiffel perchicot paris chanson  france  love listen   mobi "
"1755","Netral",0,"  dont know   japanese equivalent  target     able  find  pre lit ft christmas tr "
"1756","Positif",2," one   favourite photos   grand european touri   excited  get photos   eiffel "
"1757","Netral",0," want   bring home  eiffel tower "
"1758","Negatif",-1,"  eiffel tower joke"
"1759","Positif",1," love  monocolours riders locked  wallet  hit blue eiffel "
"1760","Netral",0,"  steps   eiffel tower  french revolution   "
"1761","Netral",0,"eiffel hey chin  soldier  almost  just one  day    done minkowski yeah one "
"1762","Netral",0," betrothed  eiffel tower "
"1763","Netral",0," hopefully   nations league shell take us   olympics"
"1764","Netral",0," content creators  buying  lego eiffel tower"
"1765","Negatif",-1," build  rooftop water tank   shape   teletubby  go   effort  installing  replica   eiff "
"1766","Negatif",-1,"    get  see  eiffel tower  think  just missed  eiffel tower   everybody w "
"1767","Netral",0,"eiffel   know       still   still   person"
"1768","Positif",1,"  will definitely  back  good  ever   will   "
"1769","Positif",1,"eiffel im  love paris "
"1770","Positif",1,"x eiffel tower wallcanvas x   panel  nk come cop  beauty "
"1771","Negatif",-1," build  rooftop water tank   shape   teletubby  go   effort  installing  replica   eiff "
"1772","Negatif",-1,"blue da ba dee slow l reverb eiffel "
"1773","Netral",0,"  know  height   eiffel tour can vary   six inches depending   temperature"
"1774","Netral",0," yeah alao eiffel tower built  karanataka "
"1775","Netral",0," id fk    eiffel idc"
"1776","Positif",1,"paris travel photoshootsolo street photographyla tour eiffel sunny chic "
"1777","Netral",0," michael twenty seven million three hundred  fifty two thousand eight hundred  ninety four"
"1778","Negatif",-1," sorry  living  eiffel tower th floor   left"
"1779","Netral",0,"pryce  wouldnt eiffel pa   hope youre hanging onto something kepler    eiffel pa "
"1780","Netral",0,"mma go "
"1781","Positif",1,"    transmission tower   come  looks exactly like  eiffel tower"
"1782","Positif",1,"  can  say    eiffel tower   clearly "
"1783","Positif",1,"ive    top   eiffel tower many  time "
"1784","Netral",0," fam think theyre eiffel tower  burj "
"1785","Positif",1,"jacobi view eiffel like  dumb little dogo   love  "
"1786","Netral",0," r u french cuz eiffel u d wyattoursingapore "
"1787","Positif",1,"  lived   cousins apartment  paris      th floor     great view  t "
"1788","Negatif",-1,"  eiffel tower set came    large extra catlike piece  sure    factory error  ju "
"1789","Netral",0,"eiffel blue kny factory remix via "
"1790","Positif",1,"experience  best  everything   mall  eiffel uan "
"1791","Netral",0," choice acid eiffel "
"1792","Netral",0," women springsummer collection  unveiled   eiffel tower  paris discover   "
"1793","Netral",0,"  made  clay model   eiffel tower "
"1794","Positif",1,"featured art   day paris  night feat eiffel tower buy   "
"1795","Netral",0,"   miniature   eiffel tower   desk bet "
"1796","Netral",0," john ivison   clam   exactly  big   mouth"
"1797","Netral",0," ah yes  france   baguettes  eiffel tower"
"1798","Negatif",-1," hard  work  additional patches  season   wanted  give   sneak peek   future  weapo"
"1799","Netral",0,"  sure  run   eiffel tower   leave"
"1800","Netral",0,"   reminded     drew  eiffel tower"
"1801","Netral",0,"theres  eiffel tower remarked curfoot "
"1802","Netral",0," can grow     summer "
"1803","Netral",0," eiffel tower    know aipha tower "
"1804","Positif",1," hi muzukuru nice  see   consider  figures pa madison sq gdn m times sq"
"1805","Positif",1," well  call   eiffel tower bc eiffel   "
"1806","Netral",0," thats just  twitter app easy mistake  make"
"1807","Netral",0," shut   eat  eiffel tower"
"1808","Negatif",-1,"eiffel    hera   guys figure    problem    okay now hera  officer eif "
"1809","Positif",1,"please share   stepped   elevator   top   eiffel tower   find  face  face "
"1810","Positif",2,"cooking   hot mashup djs  mars remix  david guettas im good mixed   og im blue  eiffel "
"1811","Netral",0," theres  many pictures  things  many pictures  trees   need   anything new   eiffel tower"
"1812","Netral",0,"  guy serious thats   eiffel tower thats just  transmission tower theyre used  carry power lin "
"1813","Negatif",-1,"underwater eiffel tower hell yeah "
"1814","Netral",0,"eiffel ive    remind yall think  come  worker rock  hard just tell    gram holdin money  love"
"1815","Netral",0,"    miniature   eiffel tower   desk "
"1816","Netral",0," thisthis dude named michael used  ride motorcycles  bigger   tower  aint talking abo "
"1817","Netral",0,"head empty just feel  heart baby youre  fire  gorgeous  man might cry back  paris  told    sui "
"1818","Positif",1,"    make  guess id assume turning everyone  eiffel       gain   t "
"1819","Negatif",-1," genuinely hate  man  dont trust    slightest bit hes   rude  everyone   crew except "
"1820","Netral",0,"take   paris  see  eiffel tower "
"1821","Positif",3,"okay yeah  thought  eiffel   one  said   fine granted willing   generous word  use  "
"1822","Netral",0,"shut  eiffel"
"1823","Netral",0,"hermes used current white tag le tour eiffel senvole eiffel tower ca ebay "
"1824","Positif",2,"like im  misremembering  right god wait let  find  transcript im  sure eiffel   one  re "
"1825","Negatif",-1,"im gonna ask  something im  sure anyone  yet actually hilbert told     way  destroy   "
"1826","Netral",0,"  eiffel  fruity "
"1827","Netral",0,"eiffel  taken   long  realize  running  everyone else means  youre alone    "
"1828","Netral",0,"   eiffel tower stan account now "
"1829","Netral",0,"eiffel    audio log  communications officer doug eiffel"
"1830","Netral",0," wdym hes  ambassador  arsenalnbapremier league launched befikre trailer  eiffel tower launch "
"1831","Positif",2," really  like  parent eiffels got enough   already youre  late  claim  spot"
"1832","Netral",0,"jeongguks knot finally dissipated    able  pull   taehyung stay taehyung said  moment  "
"1833","Positif",1," just looked   lego eiffel tower  seeing  dimensions  want  get   decorate  like  tree  "
"1834","Negatif",-2," real weird    shit   phone man"
"1835","Negatif",-5,"  worse  eiffels disappearance    got sick im  fucking sad   fuck    "
"1836","Netral",0,"oh minkowskis gonna   field day   ever hears  eiffels experience  maxwell rn"
"1837","Netral",0," hi svitkova   get  card yes   "
"1838","Positif",1,"  fucked  eiffel  eiffels hera amp minkowski   nice knowng  "
"1839","Negatif",-2,"  hell moved  damn eiffel tower  los santos "
"1840","Positif",1,"anyways goodnight   boys    love  "
"1841","Negatif",-1," bro   build  eiffel tower   matchsticks get  fuck   "
"1842","Netral",0," eiffel dj cargo remix move  body eiffel dj cargo remix move  body "
"1843","Netral",0,"  need dennis  charlie  eiffel tower "
"1844","Netral",0,"  will  treat  watch  together  paris kya sach  wo dono saath m "
"1845","Negatif",-1,"  mention  crew hilbert  hera  hate  kinda cue    hilbert impression  know   "
"1846","Positif",1," eiffel    great name   actually"
"1847","Positif",1," shum po dokesh cool eiffel "
"1848","Netral",0,"eiffel tower bags rowdyx "
"1849","Netral",0,"sorry   people  got scammed  established titles good news though  actually   deed   eiffe "
"1850","Negatif",-1,"  will give plenty  warning   start building though  buys  eiffe "
"1851","Positif",1,"  true like im  lookin  ur eiffel tower ass"
"1852","Positif",1,"four   go  paris im gonna take    top   eiffel tower give   necklace  five  "
"1853","Netral",0," hes wearing  ascot hes totally got  eiffel tower money"
"1854","Netral",0,"red eiffel tower  robert delaunay "
"1855","Positif",1,"tour eiffel tower city  love "
"1856","Netral",0,"santa claus   eiffel tower paris tn "
"1857","Positif",1," either go    bowl   go next  whichever side  want  juices  get  know like  might eiffel"
"1858","Netral",0," eiffel tower posing behind catherine deneuve "
"1859","Netral",0,"eiffel  cant just go back  change star wars  mean whats next  bible special edition hera isnt "
"1860","Negatif",-2,"speaking   fake british accent  hang   pedophiles   time "
"1861","Negatif",-2,"eiffel    stop talking   fragile carbonbased uncomfortably liquid body itd   real brea "
"1862","Positif",1," either go    bowl   go next  whichever side  want  juices  get  know like  "
"1863","Netral",0," made  clay model   eiffel tower "
"1864","Positif",1,"wow  eiffel tower size "
"1865","Positif",2," one   favourite photos   grand european touri   excited  get photos   eiff "
"1866","Positif",1,"kaeya   top   eiffel tower"
"1867","Positif",2," like  eiffel tower   looks like steel  lace natalie lloyd "
"1868","Netral",0," people say  built   eiffel tower"
"1869","Positif",1,"laplace   cool   name  engraved   eiffel tower "
"1870","Positif",3,"thankyou    siblings  love   heartfelt congratulations   indefatigabl"
"1871","Netral",0,"  bricked   now   know  eiffel tower  made  grey glizzies"
"1872","Positif",1,"paris travel photoshootsolo street photographyla tour eiffel sunny chic "
"1873","Netral",0,"   said   think  worlds cup  commonly referred  mens world cup  "
"1874","Positif",2,"cooking   hot mashup djs  mars remix  david guettas im good mixed   og im blue  eiffe "
"1875","Positif",1,"felixwikipage  cant wait  play  miraculous ladybug game  play  chat noir  make  climb  eiffel "
"1876","Netral",0," lego just picked   brand new eiffel tower today "
"1877","Netral",0,"    miniature   eiffel tower   desk "
"1878","Negatif",-1,"   eiffel tower teeshirt  irony   eiffel   one  offered  statue  libe "
"1879","Netral",0,"   real eiffel tower just broke today trust     live reaction man"
"1880","Positif",1,"azore linen beige coral  turquoise chic nostalgic vintage bonjour paris theme coverlet bedspread quilt set  "
"1881","Negatif",-1," damn u  eiffel tower"
"1882","Netral",0,"heres youve drawn mehaving sexual congress   eiffel tower  eiffel tower  sexual congress  m "
"1883","Netral",0,"  agree   thats    written   believe  big sites posted   m "
"1884","Netral",0,"dani come back   can finish  eiffel tower "
"1885","Netral",0,"goodbye paris youll always   dream home  took  pic   eiffel tower  managed  draw     bus ofc"
"1886","Netral",0,"  calling ronaldo  first man  score  world cups  first player  score "
"1887","Netral",0," new lyrics  eiffel im bluemusk"
"1888","Netral",0,"jacobi eiffel dont touch red button eiffel aww beat jacobi eiffel stop thinking  touching  red button eiffel aww"
"1889","Netral",0,"rest day  time "
"1890","Netral",0,"featured art   day eiffel tower jewelry art buy   "
"1891","Netral",0," yes     category  dont see mix football clubs fifa mens world cup  fifa womens world cup"
"1892","Positif",1,"    win  biggest price"
"1893","Positif",1,"happy birthday  liana eiffel igo agent  igo germany branch "
"1894","Positif",2,"mine isnt  safe space  murican people like  even   bader wader   comfterbull   drin "
"1895","Negatif",-1," womens nations league beth mead revenge tour"
"1896","Netral",0,"lego brand retail inc eiffel tower lta href relnofollowgtltimg border src "
"1897","Positif",1,"  think  penny  just dropped  surprised  brilliant book call"
"1898","Netral",0,"eiffel voice    child  divorce "
"1899","Positif",2,"    beautiful place n   livedthe inside   eye treasure light blue  classi "
"1900","Netral",0,"jill scotts debut album cover "
"1901","Positif",1," upper half     seen  behind  building   trees   bright sun "
"1902","Negatif",-1," arrived  paris   think something  wrong  let buster break  eiffel tower like    meta "
"1903","Netral",0,"vlogger id like  fuck "
"1904","Netral",0," one image gives   greatest dose  nostalgic trauma whenever  come across     eiffel tower "
"1905","Positif",2,"    saw  tenors   eiffel tower   festivities excited ftbol fans   "
"1906","Positif",1," ooooh     handsome youve got  twirling  phone wire put  ring   befor "
"1907","Netral",0,"awww  eiffel tower  night wait  eiffel tower  night "
"1908","Netral",0,"     also think first player  score  worl "
"1909","Positif",1,"  won xec  reached  wc final"
"1910","Netral",0,"      said   game forget   scored    two  conceeded tha"
"1911","Positif",1,"   alevels    fresher  "
"1912","Netral",0,"  "
"1913","Positif",1,"im thankful  eiffel tower print  finally  "
"1914","Netral",0,"  say first man  score  world cups"
"1915","Positif",2,"lady gaga conquered  happy experience   eiffel tower  bby  made george lucas  wear  l ratio   exciting"
"1916","Negatif",-1," say first man  score  world cups problem solved"
"1917","Positif",1," use  terminology first man  score  world cups sounds sensible  "
"1918","Netral",0,"  world year old male m record    make elaine thompsonher "
"1919","Netral",0,"  eiffel tower "
"1920","Positif",1,"fry   salty sprouts  chips  top   eiffel tower"
"1921","Positif",1,"  saying michael phelps   first olympian  win medals ignoring larissa latynina"
"1922","Netral",0,"awww  eiffel tower  night wait  eiffel tower  night "
"1923","Netral",0,"  s terminology first man  score  world cu "
"1924","Netral",0,"city hall  phillys eiffel tower   psfs building  phillys chrysler building  will   elaborating  t"
"1925","Positif",1,"  s terminology first man  score  world cups  factually correct "
"1926","Netral",0,"hera   something   try   dont think    time  explain youre youre going  h "
"1927","Netral",0," says first man"
"1928","Negatif",-2,"  baffling    number  men   still  blatantly sexist  disrespectful towards headlines like marta"
"1929","Netral",0," hello"
"1930","Netral",0," thorn   side"
"1931","Netral",0,"beating  usa isnt  everyone "
"1932","Netral",0,"eiffel dont listen   commander  can go  hell kepler  never  stop calling  commander   adorable"
"1933","Positif",2,"well  pick  battles eiffel  youre   place like   really ask   fights  w "
"1934","Netral",0,"cant wait  add  new eiffel tower next   notre dame "
"1935","Negatif",-1," uh   hacked eiffel failed  realize     verbal conversation "
"1936","Netral",0," harbisons dairy bottle   kensignton eiffel towel "
"1937","Netral",0,"city hall  phillys eiffel tower   psfs building  phillys chrysler building  will   elaborati "
"1938","Netral",0,"hmmm   mid sex  girl say wah  dick  big like eiffel tower sia"
"1939","Netral",0," thought  wife  joking   said  wanted  go   monkees concert  switzerland   saw  face now"
"1940","Netral",0,"   segregation  sport   reason mapping sportswomen onto  pyra "
"1941","Netral",0,"  cains  seths wives must    sisters  nieces"
"1942","Netral",0," million worldwide watched weuro "
"1943","Netral",0," oatly"
"1944","Positif",2,"interesting facts    know  dubai   know     interesting fact  burj khalif"
"1945","Netral",0,"eiffel tower  lace playing cards "
"1946","Netral",0," whats  oh  much just  giant lego eiffel tower  took  hours  build d "
"1947","Netral",0," eiffel tower lego set  meanwhile flight prices  paris  orlando early next year can  scooped  "
"1948","Netral",0,"eiffel     plant monster kepler well  used  "
"1949","Netral",0," swap   eiffel tower"
"1950","Positif",1," eiffel tower looks beautiful tonight "
"1951","Netral",0,"y  los biruls obvio  lmao daughters tfs y eiffel alch"
"1952","Netral",0," eiffel tower lego set  meanwhile flight prices  paris  orlando early next year can  scooped "
"1953","Netral",0,"hotels  carry  discussion   hohtel duquesne eiffel  yet    said  hotel eiffel turenne  ho "
"1954","Positif",2," lego eiffel tower available now  freebies  free tribute  lego house eiffels apartm "
"1955","Netral",0,"   sight eiffel tower looks ight "
"1956","Negatif",-3,"theres  video   fucking dog   wig  pops   front   eiffel tower  im  fucking tears   funny"
"1957","Netral",0," yesss  can move  paris    eiffel tower view  everything"
"1958","Negatif",-1," shes    mad mommy"
"1959","Netral",0,"u really gonna look   fingers  tell   fingers fat like  eiffel towel now really marcoomeh"
"1960","Negatif",-2,"  made  eiffel tower joke    miss"
"1961","Netral",0,"   tick   eiffel tower   common theyre  paris sites"
"1962","Netral",0,"pm ponder    tick   eiffel tower   common theyre  paris sites goodness   bad h "
"1963","Netral",0," jarring experience   uncle correctly identifies  eiffelcoverthanksgivinghalftimeshow   one   bebe rexha"
"1964","Netral",0,"disney disneyland paris eiffel tower collection minnie pin ybsoj "
"1965","Positif",1," annual holiday tradition features  eiffel tower transformed   magical christmas tree ice skating  th "
"1966","Positif",2,"thats actually factual    well known   eiffel tower railings  made  hot dogs "
"1967","Netral",0," exclusive images  archaeologists upon learning   series "
"1968","Netral",0,"eiffel tower statue replica inch home decor metal paris souvenir center buy  now   "
"1969","Netral",0,"eiffel  sounds awesome minkowski    time  sounds terrible  exchange looks"
"1970","Positif",2,"thats actually factual    well known   eiffel tower railings  made  hot dogs"
"1971","Netral",0," see  end    second level    dull day  magnificent views "
"1972","Netral",0," absolutely since de gaulle    law       gtm eiffel tower   living room   times"
"1973","Netral",0,"    eiffel tower"
"1974","Positif",1," gently puts   top   eiffel tower"
"1975","Negatif",-2,"welcoming friends   living room    m tall eiffel tower   coffee table  friends  groan tired   shit"
"1976","Positif",1,"love  guy just casually reading  front   gigantic eiffel tower "
"1977","Netral",0,"  mean     avoid  eiffel tower   costs"
"1978","Negatif",-2," highest tsunami wave ever recorded   easily crashed   eiffel tower luckily  broke   middle  al"
"1979","Positif",2,"thats actually factual    well known   eiffel tower railings  made  hot dogs "
"1980","Positif",1,"eiffel  genius  reinvented  athkad "
"1981","Netral",0," post count  kid shits   mask "
"1982","Negatif",-1,"meanwhile  final meeting   autumn session   osce parl assembly  began   dark  li "
"1983","Netral",0," passing   eiffel tower ey"
"1984","Positif",1,"women turn  suddenly   urge  take    romantic vacation  paris   college degree money "
"1985","Negatif",-1,"sometimes eiffel  laugh  hard  face  get red    color  appear    cameras "
"1986","Netral",0," red balloons"
"1987","Netral",0," agreed"
"1988","Positif",2," fact england women played america   friendly     entertaining   match   world cup"
"1989","Netral",0," big yellow taxi"
"1990","Positif",1,"happy birthday    today whats  favourite amy song "
"1991","Netral",0," th avenue portsmouth"
"1992","Netral",0," hugs x"
"1993","Netral",0," beer"
"1994","Positif",1," hi muzukuru nice  see   consider  figures pa madison sq gdn m ti "
"1995","Positif",1," yes  slings  arrows  unrequited love  universal "
"1996","Netral",0," ive known  along   pain  unrequited love  universal "
"1997","Netral",0," michael twenty seven million three hundred  fifty two thousand eight hundred  nin "
"1998","Netral",0,"  happened   football podcast"
"1999","Positif",3,"    think   new  improved garret  garretts wonderful amazing journey   "
"2000","Netral",0,"yoongi  almost come   trip  hoseok   friends even   meant putting     days  "
"2001","Positif",1,"everytime  top   money  get extra airtimedata "
"2002","Netral",0,"  went  see  eiffel tower  saw rats"
"2003","Netral",0,"wish  got  video  matt leaving  tonights im  celeb whilst eiffel blue plays   background   "
"2004","Positif",2," great scale isnt   look taller    feels like  can really taste  construct "
"2005","Netral",0," thanks mike  can now tell  difference   transmission tower   eiffel tower"
"2006","Netral",0," thanks mike  telling us   thought    eiffel tower  first"
"2007","Netral",0," one image gives   greatest dose  nostalgic trauma whenever  come across     eiffel tower "
"2008","Negatif",-1,"   dramatic   want  eiffel tower burned   eyes "
"2009","Netral",0,"   guy serious thats   eiffel tower thats just  transmission tower theyre used  car "
"2010","Positif",1," ound also  little one  appenninelitleshaped like tou eiffelpresume used  hunt birds asph "
"2011","Negatif",-1," pick one example  kt nuke  paris  injure th   citys population create  m fire "
"2012","Netral",0," buy  lego eiffel tower"
"2013","Positif",1,"climb   top  eiffel tower   want  birds eyeview  paris "
"2014","Positif",1," lego eiffels apartment pros  learned  eiffel tower   apartment     set s "
"2015","Netral",0," wanna go  paris amp see  eiffel tower one day"
"2016","Positif",3,"  people working  tourist destinations like paris  something like  louvre  eiffel like theres way  many people"
"2017","Positif",2,"updates  garretts wonderful amazing basics   eiffel towers "
"2018","Netral",0,"minkowski                 together eiffel goo goo gjoob minkowsk "
"2019","Netral",0," want  piece eiffel tower lego set"
"2020","Positif",2,"moonlight  paris hour  relaxing classical music set   eiffel tower  sparkling snowfall perfect f "
"2021","Netral",0,"wait  forgot eiffel tower selfie  dating apps midnight trip lets go"
"2022","Netral",0,"eiffel tower source lego checker v reason add  bag button get  inventory bot app   notified mi "
"2023","Netral",0,"eiffel tower source lego checker v reason add  bag button get  inventory bot app   notified mi "
"2024","Positif",1,"    lighted eiffel tower display wife found  somewhere  much loves  hence ive  "
"2025","Netral",0,"  asian celebrity   year "
"2026","Positif",1,"new track  soundcloud  ipn david guetta amp bebe rexha vs eiffel im good blue vs blue da ba dee ip "
"2027","Netral",0,"thinking   people  live  paris probably just casually pass  eiffel tower"
"2028","Positif",2," view   eiffel tower  absolutely breathtaking  view never gets old everyone  stunned   allure  "
"2029","Positif",1,"peaceful ctto "
"2030","Positif",1,"ive    top   eiffel tower many  time "
"2031","Netral",0,"  wife says    choice buy  lego  take   paris  see  eiffel tower   choose   carefully"
"2032","Netral",0,"    eiffel tower drop "
"2033","Netral",0,"   never want   invisible  flying   fucking awesome  teleporting instantly trave "
"2034","Negatif",-1," shame france   bretons   squad "
"2035","Netral",0,"  beatles"
"2036","Netral",0,"hera   something   try   dont think    time  explain youre youre going  h "
"2037","Positif",1,"ive    top   eiffel tower many  time "
"2038","Netral",0,"first timer eiffel tower grilled cheese  tulsa ok "
"2039","Positif",5,"congratulations mary well deserved golden award winners bucket mount tour eiffel wells"
"2040","Positif",1,"way   comfort zone   eiffel earlier "
"2041","Netral",0,"im always  eiffel "
"2042","Negatif",-1,"   normal ass baldi mod   fucking collect eiffel towers lmfao"
"2043","Netral",0," youre  true celt"
"2044","Positif",1," eiffel tower  just great "
"2045","Positif",2," lets make garretts wonderful amazing journey   eiffel tower real"
"2046","Positif",2," lets make garretts wonderful amazing journey   eiffel tower real"
"2047","Netral",0,"  eiffel tower  stream  "
"2048","Positif",1," well   eiffel  xd  guess  forgives everything"
"2049","Negatif",-1,"  knows youre deep  alec lore  sense  trap"
"2050","Netral",0,"  thats   dodo"
"2051","Netral",0,"   pypy"
"2052","Netral",0," cumshitter  revealed  parachute account  "
"2053","Netral",0,"   one reason    buy  eiffel tower set "
"2054","Positif",1," build      romantic candlelit dinner     eiffel tower "
"2055","Positif",2," happy birthday  love    wearing  wutang tee   eiffel tower  wor "
"2056","Positif",1,"nothing like crying   doug eiffel playlist"
"2057","Positif",6,"congratulations mary well deserved golden award winners bucket mount tour eiffel well "
"2058","Positif",2,"garretts wonderful amazing journey   eiffel tower gt gfag"
"2059","Netral",0,"george weah "
"2060","Netral",0," itv news  ten said first person "
"2061","Negatif",-3,"freezing  ass     uncomfortable shoes  exist  pm   can see  eiffel tower   glittery  shit "
"2062","Positif",2," erm    garretts wonderful amazing journey   eiffel tower"
"2063","Positif",1,"  golden gate bridge  hollywood s "
"2064","Positif",2,"guys  officially  garret     dyas design   new upcoming game garretts wonderful amazing jou "
"2065","Netral",0," haha  said "
"2066","Netral",0,"meanwhile gustave eiffels chilling   mountains "
"2067","Positif",1,"   sparkly lights like  eiffel tower "
"2068","Netral",0,"dinner   eiffel tower"
"2069","Netral",0,"black friday sale  amp shipping "
"2070","Netral",0," eiffel tower  kinda goated ngl     big ben london eye london bridge etc"
"2071","Netral",0," lego eiffel tower officially released  lego shop  home get freebie gwp gifts  purchase "
"2072","Positif",1," well talk       eiffel tower"
"2073","Positif",1," isnt  eiffel tower   back  cant see cz smtg   clearer   "
"2074","Negatif",-1,"suddenly realizing  funny     closest ally  entire game   france im playing ad vietnam bu "
"2075","Negatif",-1,"henderson ffs southgate youre   farce"
"2076","Netral",0,"fully funded  scholarship program degree msc amp phd deadline jan  "
"2077","Netral",0,"eiffel tower lighted decor eiffel tower oval light  jar eiffel tower jar light eiffel tower  poppy light  "
"2078","Positif",1,"  asking james  buy   eiffel tower lego set wearing   flattering business attir"
"2079","Netral",0,"placing  card  yoongi reaches   touch  succulent   fingers still chuckling   kitty pot  ji"
"2080","Netral",0,"  takes    contents   box   amused chuckle comes   yoongis mouth   sees  kitty pot "
"2081","Netral",0," cause  new eiffel tower set  lego  need  "
"2082","Positif",2,"alert amp fans rejoice  s super sick new eiffel tower build set  now  vi "
"2083","Netral",0," read   building   eiffel tower  capture    keep  novel  beatrice c "
"2084","Netral",0,"   common  ticks   eiffel tower theyre  parissites"
"2085","Netral",0," lol  dad just copped  eiffel tower"
"2086","Netral",0,"need  see foden  reyna   game"
"2087","Positif",2," looks perfect jimin chuckles   miniature eiffel tower trying   reminisce  much   worthwhile "
"2088","Positif",1,"take   paris guys id  glad  visit  eiffel tower   two "
"2089","Netral",0," second crepe  hit  eiffel tower "
"2090","Negatif",-2," finally understand  eiffel tower joke   also want     jam reiderson "
"2091","Positif",1,"  son now made         knew   loved paris    course  eiff"
"2092","Positif",1,"paris must  awesome  time   year   visit  eiffel tower "
"2093","Netral",0,"    miniature   eiffel tower   desk "
"2094","Negatif",-1,"face card never declines "
"2095","Positif",1,"eiffel listen   go away hera  important theres something  please stop talking youre  goi "
"2096","Positif",1,"ive    top   eiffel tower many  time "
"2097","Positif",1," lego eiffel tower set  available   lego store   includes  eiffels apartment  purchase htt"
"2098","Positif",1,"  son  just seen  new lego eiffel tower set  put  straight   top   christmas "
"2099","Negatif",-1,"funny  say     lane eiffel"
"2100","Positif",1,"circleware rainbow fusion eiffel tower set  salt  pepper shaker oz clear mqvqw "
"2101","Positif",2," honestly wasnt  excited  see  eiffel tower  wow "
"2102","Negatif",-1,"  probably killed   stashed    eiffel tower"
